frame,x,y,visible
0,1188.4,728.5,1
1,1188.4,728.5,1
2,1200.0,717.2,1
3,1200.0,717.2,1
4,1205.8,709.6,1
5,1205.8,709.6,1
6,1212.5,691.5,1
7,1212.4,691.5,1
8,1212.4,684.6,1
9,1212.4,684.5,1
10,1218.7,689.7,1
11,1221.1,691.0,1
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,1237.6,673.6,1
51,1237.6,673.6,1
52,1228.0,637.2,1
53,1227.9,637.3,1
54,1221.6,616.1,1
55,1226.6,572.2,1
56,1221.7,543.3,1
57,1221.8,543.4,1
58,1239.0,493.8,1
59,1239.0,493.8,1
60,1248.4,472.3,1
61,1248.6,472.2,1
62,1255.3,463.6,1
63,1255.3,463.6,1
64,1264.7,449.5,1
65,1264.7,449.5,1
66,1263.7,440.6,1
67,1266.5,437.5,1
68,-1.0,-1.0,0
69,-1.0,-1.0,0
70,-1.0,-1.0,0
71,-1.0,-1.0,0
72,-1.0,-1.0,0
73,-1.0,-1.0,0
74,1305.2,423.9,1
75,1305.2,423.9,1
76,1308.5,425.2,1
77,1308.5,425.2,1
78,1315.8,430.4,1
79,1315.8,430.4,1
80,1321.0,434.3,1
81,1321.0,434.3,1
82,1327.7,443.1,1
83,1327.7,443.1,1
84,1331.1,458.0,1
85,1333.8,466.6,1
86,-1.0,-1.0,0
87,-1.0,-1.0,0
88,-1.0,-1.0,0
89,-1.0,-1.0,0
90,-1.0,-1.0,0
91,-1.0,-1.0,0
92,-1.0,-1.0,0
93,-1.0,-1.0,0
94,-1.0,-1.0,0
95,-1.0,-1.0,0
96,-1.0,-1.0,0
97,-1.0,-1.0,0
98,-1.0,-1.0,0
99,-1.0,-1.0,0
100,-1.0,-1.0,0
101,-1.0,-1.0,0
102,1378.8,617.0,1
103,1378.8,617.0,1
104,1381.7,631.4,1
105,1381.8,631.2,1
106,1386.2,614.9,1
107,1386.3,615.0,1
108,1388.8,583.8,1
109,1388.8,583.8,1
110,1391.4,590.8,1
111,1393.0,588.9,1
112,-1.0,-1.0,0
113,-1.0,-1.0,0
114,-1.0,-1.0,0
115,-1.0,-1.0,0
116,-1.0,-1.0,0
117,-1.0,-1.0,0
118,-1.0,-1.0,0
119,-1.0,-1.0,0
120,-1.0,-1.0,0
121,-1.0,-1.0,0
122,-1.0,-1.0,0
123,-1.0,-1.0,0
124,-1.0,-1.0,0
125,-1.0,-1.0,0
126,1507.4,465.8,1
127,1507.4,465.8,1
128,1507.4,465.8,1
