frame,x,y,visible
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,-1.0,-1.0,0
51,-1.0,-1.0,0
52,-1.0,-1.0,0
53,-1.0,-1.0,0
54,-1.0,-1.0,0
55,-1.0,-1.0,0
56,-1.0,-1.0,0
57,-1.0,-1.0,0
58,-1.0,-1.0,0
59,-1.0,-1.0,0
60,-1.0,-1.0,0
61,1220.1,600.8,1
62,1220.2,600.8,1
63,1208.1,573.6,1
64,1208.1,573.7,1
65,1195.0,556.2,1
66,1195.0,556.2,1
67,1189.2,554.0,1
68,1189.1,554.2,1
69,1183.3,553.4,1
70,1183.4,553.5,1
71,1174.5,563.9,1
72,1174.3,563.9,1
73,1168.5,568.1,1
74,1164.8,573.7,1
75,-1.0,-1.0,0
76,-1.0,-1.0,0
77,-1.0,-1.0,0
78,-1.0,-1.0,0
79,-1.0,-1.0,0
80,-1.0,-1.0,0
81,1192.4,728.3,1
82,1192.4,728.3,1
83,1192.4,729.8,1
84,1192.4,731.3,1
85,1186.0,667.2,1
86,1179.5,603.1,1
87,1179.5,603.1,1
88,1179.5,603.1,1
89,-1.0,-1.0,0
90,-1.0,-1.0,0
91,1153.6,448.5,1
92,1153.6,448.5,1
93,1159.5,431.7,1
94,1159.6,431.7,1
95,1176.2,415.4,1
96,1176.2,415.3,1
97,1186.4,407.3,1
98,1186.4,407.2,1
99,1190.7,403.9,1
100,1190.6,403.8,1
101,1200.0,406.2,1
102,1204.5,407.9,1
103,-1.0,-1.0,0
104,-1.0,-1.0,0
105,-1.0,-1.0,0
106,-1.0,-1.0,0
107,-1.0,-1.0,0
108,-1.0,-1.0,0
109,1230.5,408.7,1
110,1230.4,408.6,1
111,1234.5,414.0,1
112,1234.5,414.0,1
113,1243.7,423.5,1
114,1243.7,423.5,1
115,1252.7,432.4,1
116,1252.7,432.4,1
117,1256.2,440.1,1
118,1256.1,440.1,1
119,1264.5,453.4,1
120,1264.6,453.4,1
121,1271.1,467.1,1
122,1271.0,467.1,1
123,1271.0,467.1,1
124,1274.1,478.1,1
125,1276.8,486.4,1
126,1276.8,486.5,1
127,1285.6,505.6,1
128,1285.6,505.6,1
129,1292.1,525.7,1
130,1292.1,525.6,1
131,1296.2,537.6,1
132,1296.6,537.6,1
133,1299.4,581.2,1
134,1301.7,597.3,1
135,-1.0,-1.0,0
136,-1.0,-1.0,0
137,1425.7,482.7,1
138,1425.8,482.7,1
139,1425.9,482.6,1
140,1425.9,484.1,1
141,1426.0,485.5,1
142,-1.0,-1.0,0
143,-1.0,-1.0,0
144,-1.0,-1.0,0
145,-1.0,-1.0,0
146,-1.0,-1.0,0
147,-1.0,-1.0,0
148,-1.0,-1.0,0
149,-1.0,-1.0,0
150,-1.0,-1.0,0
151,-1.0,-1.0,0
152,-1.0,-1.0,0
153,-1.0,-1.0,0
154,-1.0,-1.0,0
155,-1.0,-1.0,0
156,-1.0,-1.0,0
157,-1.0,-1.0,0
158,-1.0,-1.0,0
159,-1.0,-1.0,0
160,-1.0,-1.0,0
161,-1.0,-1.0,0
162,-1.0,-1.0,0
163,-1.0,-1.0,0
164,-1.0,-1.0,0
165,-1.0,-1.0,0
166,-1.0,-1.0,0
167,-1.0,-1.0,0
168,-1.0,-1.0,0
169,-1.0,-1.0,0
170,-1.0,-1.0,0
171,-1.0,-1.0,0
172,-1.0,-1.0,0
173,-1.0,-1.0,0
174,-1.0,-1.0,0
175,-1.0,-1.0,0
176,-1.0,-1.0,0
177,-1.0,-1.0,0
178,-1.0,-1.0,0
179,-1.0,-1.0,0
180,-1.0,-1.0,0
181,-1.0,-1.0,0
182,-1.0,-1.0,0
183,-1.0,-1.0,0
184,-1.0,-1.0,0
185,-1.0,-1.0,0
186,-1.0,-1.0,0
187,-1.0,-1.0,0
188,-1.0,-1.0,0
189,-1.0,-1.0,0
190,-1.0,-1.0,0
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,-1.0,-1.0,0
201,-1.0,-1.0,0
202,-1.0,-1.0,0
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,-1.0,-1.0,0
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,-1.0,-1.0,0
217,-1.0,-1.0,0
218,-1.0,-1.0,0
219,-1.0,-1.0,0
220,-1.0,-1.0,0
221,-1.0,-1.0,0
222,-1.0,-1.0,0
223,-1.0,-1.0,0
224,-1.0,-1.0,0
225,-1.0,-1.0,0
226,-1.0,-1.0,0
227,-1.0,-1.0,0
228,-1.0,-1.0,0
