frame,x,y,visible
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,912.4,435.8,1
49,912.4,435.8,1
50,912.4,437.3,1
51,912.4,438.7,1
52,933.6,426.9,1
53,954.9,415.1,1
54,954.8,415.0,1
55,954.9,414.8,1
56,974.1,412.0,1
57,974.1,412.0,1
58,993.1,414.3,1
59,993.1,414.3,1
60,1009.9,421.1,1
61,1010.0,421.1,1
62,1010.1,421.1,1
63,1026.8,431.9,1
64,1032.3,442.5,1
65,1039.4,451.0,1
66,-1.0,-1.0,0
67,-1.0,-1.0,0
68,-1.0,-1.0,0
69,-1.0,-1.0,0
70,-1.0,-1.0,0
71,-1.0,-1.0,0
72,1219.3,637.3,1
73,1219.2,637.3,1
74,1219.1,640.4,1
75,1219.1,640.4,1
76,1218.9,644.9,1
77,1218.9,648.5,1
78,1168.8,611.8,1
79,1118.7,575.0,1
80,1132.2,608.9,1
81,1132.2,608.9,1
82,1144.4,647.0,1
83,1144.4,647.0,1
84,1150.3,669.0,1
85,1154.9,686.3,1
86,1164.7,668.6,1
87,1164.7,668.7,1
88,1171.4,689.7,1
89,1176.0,701.5,1
90,1175.5,661.6,1
91,1174.9,621.7,1
92,1174.9,621.7,1
93,1174.9,621.7,1
94,1179.7,594.0,1
95,1184.5,566.3,1
96,1184.7,562.6,1
97,1184.7,562.6,1
98,1186.2,562.7,1
99,1186.2,562.7,1
100,1187.0,567.4,1
101,1187.0,567.4,1
102,1187.0,567.3,1
103,1187.0,567.3,1
104,1187.9,580.0,1
105,1188.2,586.5,1
106,1190.0,592.4,1
107,1191.8,598.4,1
108,1193.6,604.3,1
109,1193.5,604.3,1
110,1194.2,622.6,1
111,1194.2,622.6,1
112,1194.7,637.0,1
113,1195.0,647.9,1
114,1194.5,656.7,1
115,1194.1,665.5,1
116,1193.6,674.2,1
117,1193.6,674.2,1
118,1196.8,706.2,1
119,1197.0,706.2,1
120,1197.5,706.0,1
121,1197.4,705.8,1
122,1199.6,697.2,1
123,1199.6,697.2,1
124,1200.7,691.7,1
125,1200.7,691.6,1
126,1200.6,691.6,1
127,1200.6,691.6,1
128,1201.7,689.1,1
129,1201.7,689.0,1
130,1204.0,691.1,1
131,1204.0,691.1,1
132,1205.1,695.9,1
133,1205.2,695.8,1
134,1206.3,706.9,1
135,1206.3,706.9,1
136,1207.0,721.8,1
137,1207.0,721.8,1
138,1207.0,721.8,1
139,1207.0,721.8,1
140,1207.6,741.7,1
141,1208.1,740.6,1
142,1210.0,756.0,1
143,1210.0,755.9,1
144,1210.0,792.0,1
145,1210.4,806.1,1
146,1211.5,776.7,1
147,1212.5,747.2,1
148,1214.4,747.5,1
149,1214.3,747.6,1
150,1215.5,753.0,1
151,1215.5,753.0,1
152,1215.6,753.0,1
153,1215.6,752.9,1
154,1218.9,761.8,1
155,1219.1,762.0,1
156,1220.7,777.4,1
157,1220.7,777.4,1
158,1222.1,778.5,1
159,1222.1,778.5,1
160,1222.3,780.5,1
161,1222.3,780.5,1
162,1223.7,782.0,1
163,1223.8,782.0,1
164,1224.0,782.0,1
165,1225.1,821.9,1
166,1225.7,833.7,1
167,1225.5,814.9,1
168,1225.3,796.1,1
169,1225.3,796.0,1
170,1226.0,796.1,1
171,1226.1,796.1,1
172,1227.0,801.4,1
173,1227.0,801.4,1
174,1226.8,809.3,1
175,1226.8,809.3,1
176,1226.8,809.3,1
177,1226.8,809.3,1
178,1227.7,808.1,1
179,1227.7,808.1,1
180,1227.3,810.2,1
181,1227.3,810.1,1
182,1225.5,818.5,1
183,1225.5,818.5,1
184,1225.7,820.1,1
185,1225.8,820.1,1
186,1226.4,818.9,1
187,1226.4,818.8,1
188,1226.2,858.8,1
189,1226.1,870.0,1
190,-1.0,-1.0,0
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,-1.0,-1.0,0
201,-1.0,-1.0,0
202,-1.0,-1.0,0
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,-1.0,-1.0,0
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,-1.0,-1.0,0
217,-1.0,-1.0,0
218,-1.0,-1.0,0
219,-1.0,-1.0,0
220,-1.0,-1.0,0
221,-1.0,-1.0,0
222,-1.0,-1.0,0
223,-1.0,-1.0,0
224,-1.0,-1.0,0
225,-1.0,-1.0,0
226,-1.0,-1.0,0
227,-1.0,-1.0,0
228,-1.0,-1.0,0
229,-1.0,-1.0,0
230,-1.0,-1.0,0
231,-1.0,-1.0,0
232,-1.0,-1.0,0
233,-1.0,-1.0,0
234,-1.0,-1.0,0
