frame,x,y,visible
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,-1.0,-1.0,0
51,-1.0,-1.0,0
52,-1.0,-1.0,0
53,-1.0,-1.0,0
54,-1.0,-1.0,0
55,-1.0,-1.0,0
56,-1.0,-1.0,0
57,-1.0,-1.0,0
58,-1.0,-1.0,0
59,-1.0,-1.0,0
60,-1.0,-1.0,0
61,-1.0,-1.0,0
62,-1.0,-1.0,0
63,-1.0,-1.0,0
64,-1.0,-1.0,0
65,-1.0,-1.0,0
66,-1.0,-1.0,0
67,-1.0,-1.0,0
68,-1.0,-1.0,0
69,-1.0,-1.0,0
70,-1.0,-1.0,0
71,-1.0,-1.0,0
72,1175.7,645.3,1
73,1175.8,645.4,1
74,1173.1,637.4,1
75,1173.1,637.4,1
76,1173.8,623.9,1
77,1173.8,623.9,1
78,1176.0,614.6,1
79,1176.0,614.6,1
80,1177.0,598.2,1
81,1177.0,598.2,1
82,1177.1,585.2,1
83,1177.1,585.3,1
84,1176.9,582.5,1
85,1176.9,582.5,1
86,1177.8,595.8,1
87,1178.0,599.6,1
88,-1.0,-1.0,0
89,-1.0,-1.0,0
90,-1.0,-1.0,0
91,-1.0,-1.0,0
92,-1.0,-1.0,0
93,-1.0,-1.0,0
94,-1.0,-1.0,0
95,-1.0,-1.0,0
96,-1.0,-1.0,0
97,-1.0,-1.0,0
98,-1.0,-1.0,0
99,-1.0,-1.0,0
100,-1.0,-1.0,0
101,-1.0,-1.0,0
102,-1.0,-1.0,0
103,-1.0,-1.0,0
104,1208.5,655.2,1
105,1208.3,655.0,1
106,1208.2,656.3,1
107,1208.2,657.7,1
108,-1.0,-1.0,0
109,-1.0,-1.0,0
110,-1.0,-1.0,0
111,-1.0,-1.0,0
112,1173.5,471.2,1
113,1173.4,471.2,1
114,1173.8,466.6,1
115,1173.9,466.7,1
116,1176.6,459.0,1
117,1176.7,458.9,1
118,1178.0,454.9,1
119,1178.0,454.9,1
120,1180.0,454.2,1
121,1180.0,454.1,1
122,1181.5,455.0,1
123,1181.5,455.1,1
124,1185.4,455.7,1
125,1185.4,455.7,1
126,1185.8,457.0,1
127,1185.8,457.3,1
128,1188.5,462.9,1
129,1188.6,462.9,1
130,1189.6,470.3,1
131,1189.6,470.3,1
132,1192.5,474.8,1
133,1192.5,474.8,1
134,1192.7,486.4,1
135,1192.7,486.5,1
136,1196.2,498.5,1
137,1196.1,498.5,1
138,1194.4,506.6,1
139,1194.2,506.7,1
140,1197.4,521.4,1
141,1197.5,521.3,1
142,1198.6,537.6,1
143,1198.6,537.6,1
144,1198.6,537.6,1
145,1200.6,549.0,1
146,1200.6,587.7,1
147,1201.1,602.2,1
148,1203.8,558.9,1
149,1206.4,515.6,1
150,1207.6,501.5,1
151,1207.7,501.5,1
152,1207.8,503.0,1
153,1207.8,504.5,1
154,1241.0,493.6,1
155,1274.2,482.7,1
156,1307.4,471.8,1
157,1307.4,471.8,1
158,1305.7,454.8,1
159,1305.7,454.9,1
160,1302.7,438.7,1
161,1302.7,438.6,1
162,1301.4,432.2,1
163,1301.5,432.4,1
164,1295.5,421.6,1
165,1295.5,421.7,1
166,1295.5,421.7,1
167,1293.0,412.1,1
168,1290.8,408.8,1
169,1290.8,407.8,1
170,1287.4,403.1,1
171,1287.4,403.1,1
172,1284.3,399.1,1
173,1284.3,399.1,1
174,1282.2,398.8,1
175,1282.1,398.8,1
176,1278.5,399.2,1
177,1278.5,399.1,1
178,1274.8,402.0,1
179,1274.8,402.0,1
180,1272.5,404.4,1
181,1272.5,404.4,1
182,1269.8,411.2,1
183,1269.8,411.2,1
184,1266.4,419.5,1
185,1266.4,419.5,1
186,1263.8,425.1,1
187,1263.8,425.1,1
188,1259.5,437.3,1
189,1259.7,437.4,1
190,1255.7,452.4,1
191,1255.7,452.2,1
192,1253.3,460.9,1
193,1253.2,460.8,1
194,1251.7,499.5,1
195,1250.4,513.0,1
196,1245.4,501.8,1
197,1245.4,501.8,1
198,1244.4,511.2,1
199,1244.4,511.2,1
200,1240.1,538.1,1
201,1240.9,536.7,1
202,1235.9,565.1,1
203,1235.9,565.3,1
204,1235.4,570.6,1
205,1235.5,570.7,1
206,1232.9,615.4,1
207,1231.6,632.2,1
208,1235.7,592.5,1
209,1239.8,552.7,1
210,1241.1,549.8,1
211,1241.1,549.8,1
212,1242.3,544.4,1
213,1242.3,544.4,1
214,1245.4,544.8,1
215,1245.4,544.8,1
216,1246.5,544.3,1
217,1246.4,544.4,1
218,1246.4,544.4,1
219,1248.4,544.8,1
220,1248.4,544.8,1
221,1250.6,550.4,1
222,1252.0,552.6,1
223,1252.1,552.6,1
224,1253.8,561.4,1
225,1254.7,561.8,1
226,1256.0,570.8,1
227,1255.9,570.8,1
228,1257.3,577.3,1
229,1257.3,577.3,1
230,1258.3,583.2,1
231,1258.4,583.2,1
232,1259.7,622.8,1
233,1260.4,635.6,1
