frame,x,y,visible
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,1295.1,643.8,1
18,1295.4,643.4,1
19,1295.5,644.6,1
20,1295.6,645.9,1
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,1249.8,651.1,1
50,1249.8,651.0,1
51,1249.8,652.5,1
52,1249.8,654.0,1
53,-1.0,-1.0,0
54,1227.3,478.2,1
55,1230.9,465.0,1
56,1231.0,465.0,1
57,1235.4,446.2,1
58,1235.4,446.2,1
59,1244.6,433.4,1
60,1244.6,433.4,1
61,1247.1,426.7,1
62,1247.1,426.8,1
63,1252.9,416.7,1
64,1252.9,416.8,1
65,1256.4,424.0,1
66,1258.8,426.0,1
67,1260.8,416.8,1
68,1262.8,407.5,1
69,1268.8,406.2,1
70,1268.8,406.2,1
71,1273.8,408.8,1
72,1273.8,408.8,1
73,1277.5,410.5,1
74,1277.5,410.5,1
75,1284.3,414.3,1
76,1284.2,414.3,1
77,1289.4,423.4,1
78,1289.4,423.4,1
79,1293.4,428.2,1
80,1293.4,428.2,1
81,1298.1,437.7,1
82,1298.2,437.7,1
83,1298.2,437.7,1
84,1304.2,452.8,1
85,1308.3,459.1,1
86,1308.3,459.3,1
87,1313.1,477.2,1
88,1313.4,477.8,1
89,1319.4,496.2,1
90,1319.4,495.8,1
91,1321.4,507.6,1
92,1321.4,507.7,1
93,1327.9,530.5,1
94,1327.6,530.4,1
95,1333.0,553.4,1
96,1333.0,553.4,1
97,1335.6,566.1,1
98,1335.6,566.2,1
99,1338.8,612.3,1
100,1340.8,629.5,1
101,1341.4,590.7,1
102,1342.0,551.9,1
103,1342.3,537.3,1
104,1342.5,537.2,1
105,1345.6,507.8,1
106,1345.6,507.8,1
107,1345.9,484.9,1
108,1346.0,484.4,1
109,1347.1,474.0,1
110,1347.1,474.0,1
111,1348.9,455.7,1
112,1348.9,455.7,1
113,1348.9,455.7,1
114,1346.2,478.4,1
115,1349.3,465.9,1
116,1349.7,468.3,1
117,1346.5,476.9,1
118,1343.3,485.5,1
119,1340.1,494.1,1
120,1336.8,502.7,1
121,1333.6,511.3,1
122,1333.7,511.2,1
123,1329.6,498.7,1
124,1329.5,500.3,1
125,1327.1,491.3,1
126,1327.1,491.3,1
127,1325.5,488.9,1
128,1325.5,488.9,1
129,1321.5,485.5,1
130,1321.5,485.5,1
131,1321.5,485.5,1
132,1318.0,483.1,1
133,1316.2,483.2,1
134,1316.2,483.2,1
135,1311.4,486.8,1
136,1311.4,486.8,1
137,1308.5,491.7,1
138,1308.5,491.7,1
139,1305.0,495.5,1
140,1305.0,495.5,1
141,1303.8,526.9,1
142,1302.4,537.5,1
143,-1.0,-1.0,0
144,-1.0,-1.0,0
145,-1.0,-1.0,0
146,-1.0,-1.0,0
147,-1.0,-1.0,0
148,-1.0,-1.0,0
149,1290.4,556.3,1
150,1290.5,556.3,1
151,1286.8,561.4,1
152,1286.7,561.6,1
153,1282.6,554.6,1
154,1282.7,554.6,1
155,1277.7,550.5,1
156,1277.7,550.5,1
157,1274.7,548.9,1
158,1274.7,548.9,1
159,1271.4,549.4,1
160,1270.8,549.5,1
161,1265.9,551.5,1
162,1265.9,551.5,1
163,1262.0,553.7,1
164,1262.0,553.7,1
165,1258.2,561.5,1
166,1258.2,561.6,1
167,1258.1,561.6,1
168,1252.8,569.4,1
169,1250.4,575.0,1
170,1250.3,575.1,1
171,1245.1,572.9,1
172,1245.1,573.0,1
173,1244.0,614.8,1
174,1242.3,626.6,1
175,1240.1,599.4,1
176,1237.9,572.1,1
177,1231.3,576.6,1
178,1231.3,576.6,1
179,1227.7,581.9,1
180,1227.7,581.9,1
181,1225.3,583.3,1
182,1225.3,583.2,1
183,1221.6,583.4,1
184,1221.7,583.4,1
185,1214.9,585.8,1
186,1214.8,585.9,1
187,1214.9,585.8,1
188,1212.7,588.3,1
189,1211.1,609.8,1
190,1209.5,618.7,1
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,-1.0,-1.0,0
201,-1.0,-1.0,0
202,-1.0,-1.0,0
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,-1.0,-1.0,0
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,1156.1,606.4,1
214,1156.1,606.4,1
215,1149.4,607.6,1
216,1149.4,607.6,1
217,1148.7,609.2,1
218,1148.7,609.2,1
219,1143.0,610.3,1
220,1142.1,611.6,1
221,1137.0,613.3,1
222,1137.0,613.3,1
223,1134.3,613.8,1
224,1134.3,613.8,1
225,1127.3,615.8,1
226,1127.3,615.7,1
227,1124.0,617.8,1
228,1124.0,617.8,1
229,1120.0,618.4,1
230,1120.0,618.4,1
231,1115.1,618.3,1
232,1115.1,618.2,1
233,1113.0,656.6,1
234,1111.1,667.3,1
235,1107.3,652.6,1
